fecha;cotizacion
2018-03-02;5537.77
2018-04-02;5544.86
2018-05-02;5557.3
2018-07-02;5693.71
2018-08-02;5746.4
2018-10-02;5901.2
2018-11-02;5973.16
2018-01-03;5616.97
2018-04-03;5551.22
2018-05-03;5572.88
2018-07-03;5698.07
2018-08-03;5746.98
2018-09-03;5826.38
2018-10-03;5902.8
2018-12-03;5922.83
2018-01-04;5631.75
2018-04-04;5558.11
2018-05-04;5579.5
2018-06-04;5696.68
2018-07-04;5701.73
2018-09-04;5831.9
2018-10-04;5910.2
2018-12-04;5900.31
2018-01-05;5636.35
2018-02-05;5590.83
2018-03-05;5509.81
2018-04-05;5554.05
2018-06-05;5685.95
2018-07-05;5719.73
2018-09-05;5844.41
2018-10-05;5905.69
2018-11-05;5973.53
2018-12-05;5915.17
2018-02-06;5595.9
2018-03-06;5491.79
2018-04-06;5540.5
2018-06-06;5675.12
2018-07-06;5714.53
2018-08-06;5742.68
2018-09-06;5839.95
2018-11-06;5967.34
2018-12-06;5910.44
2018-02-07;5591.06
2018-03-07;5498.58
2018-05-07;5584.95
2018-06-07;5648.54
2018-08-07;5735.6
2018-09-07;5830.02
2018-11-07;5933.08
2018-12-07;5915.66
2018-01-08;5638.88
2018-02-08;5591.82
2018-03-08;5506.94
2018-05-08;5595.82
2018-06-08;5656.54
2018-08-08;5752.7
2018-10-08;5904.21
2018-11-08;5913.47
2018-01-09;5626.73
2018-02-09;5584.53
2018-03-09;5519.04
2018-04-09;5535.66
2018-05-09;5614.74
2018-07-09;5708.96
2018-08-09;5753.81
2018-10-09;5908.64
2018-11-09;5917.26
2018-01-10;5614.89
2018-04-10;5544.02
2018-05-10;5603.91
2018-07-10;5697.76
2018-08-10;5752.06
2018-09-10;5831.49
2018-10-10;5918.8
2018-12-10;5921.82
2018-01-11;5627.59
2018-04-11;5548.37
2018-05-11;5594.76
2018-07-11;5706.59
2018-09-11;5834.61
2018-10-11;5931.86
2018-12-11;5941.08
2018-01-12;5617.83
2018-02-12;5571.09
2018-03-12;5517.98
